530,1962.0,9849.0,12039.0,0.162970346374,0.818091203588,"7,887",65.51%,GA,Union County,13291
531,3471.0,7288.0,10924.0,0.317740754302,0.667154888319,"3,817",34.94%,GA,Upson County,13293
532,4213.0,18938.0,23939.0,0.17598897197,0.791094030661,"14,725",61.51%,GA,Walker County,13295
533,8279.0,31093.0,40425.0,0.204799010513,0.76915275201,"22,814",56.44%,GA,Walton County,13297
534,3436.0,8508.0,12150.0,0.282798353909,0.70024691358,"5,072",41.74%,GA,Ware County,13299
535,1313.0,991.0,2332.0,0.563036020583,0.424957118353,322,13.81%,GA,Warren County,13301
536,4187.0,4138.0,8422.0,0.497150320589,0.491332225125,49,0.58%,GA,Washington County,13303
537,2039.0,8147.0,10376.0,0.196511179645,0.785177332305,"6,108",58.87%,GA,Wayne County,13305
538,471.0,630.0,1114.0,0.422800718133,0.56552962298,159,14.27%,GA,Webster County,13307
539,646.0,1421.0,2102.0,0.307326355852,0.676022835395,775,36.87%,GA,Wheeler County,13309
540,1672.0,9751.0,11771.0,0.142044006457,0.828391810381,"8,079",68.63%,GA,White County,13311
541,7925.0,21514.0,30362.0,0.2610170608,0.708583097293,"13,589",44.76%,GA,Whitfield County,13313
542,852.0,2096.0,2973.0,0.286579212916,0.70501177262,"1,244",41.84%,GA,Wilcox County,13315
543,1844.0,2569.0,4470.0,0.412527964206,0.574720357942,725,16.22%,GA,Wilkes County,13317
544,1893.0,2332.0,4276.0,0.442703461179,0.54536950421,439,10.27%,GA,Wilkinson County,13319
545,2015.0,6144.0,8266.0,0.243769658843,0.743285748851,"4,129",49.95%,GA,Worth County,13321
